filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,from_CSD,public,State,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,,,,,,,,,,,,,
BUSQIQ_freeONLY,4.44055,3.72718,4.42718,1.56983,999.035,636.398,0,0,0.4302,0.274043,0,Al,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
BUSQUC_freeONLY,4.51085,2.54975,4.51085,1.36154,0,0,277.993,204.176,0.443,0.325368,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
BUSRUE_freeONLY,6.9387,5.51917,6.92321,1.06823,1491.74,1396.46,0,0,0.5618,0.525916,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
BUVWOF02_freeONLY,7.02745,5.38791,7.02745,1.22872,811.613,660.538,0,0,0.4574,0.372259,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
BUVWOF03_freeONLY,7.08217,5.70931,7.08217,1.19421,800.187,670.058,0,0,0.4798,0.401773,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
BUVXOG_freeONLY,6.82532,5.22178,6.82532,1.26745,776.675,612.785,0,0,0.469,0.370034,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
BUVYEX_freeONLY,7.01349,5.55881,7.01349,1.21167,786.339,648.971,0,0,0.4712,0.388885,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
BUVYIB01_freeONLY,10.81747,8.62628,10.81747,0.682989,2289.3,3351.88,0,0,0.7066,1.03457,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
BUVYIB_freeONLY,10.88811,8.55613,10.38381,0.702067,2220.12,3162.26,0,0,0.6958,0.991073,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
BUWMAJ_freeONLY,5.16551,3.60817,4.48352,1.46184,1234.24,844.309,0,0,0.5486,0.375281,0,Nd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
BUWMEN_freeONLY,5.23161,3.72067,5.23161,1.43013,1188.76,831.228,0,0,0.5288,0.369757,0,La,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
BUWMIR_freeONLY,5.20646,3.5369,5.20646,1.45089,1182.94,815.319,0,0,0.5316,0.366397,0,Ce,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
BUXTOF_freeONLY,5.10112,3.76343,4.43149,1.37664,489.017,355.225,514.409,373.67,0.5386,0.391242,0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
BUXZAX_freeONLY,32.33899,31.8091,32.33899,0.579507,1455.94,2512.38,0,0,0.825,1.42362,0.000345121,"Fe,Hf",Yes,Fe,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
BUYNAL_charged,4.621,3.96851,4.621,0.918673,1808.68,1968.8,0,0,0.5666,0.616759,0,Zn,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
c4ce00408f_c4ce00408f2_freeONLY,11.06579,5.23882,11.06579,1.11826,1680.4,1502.69,211.834,189.432,0.6512,0.582334,0,Cu,No,,freeONLY,N,Y,,Y,22/04/2014,10.1039/c4ce00408f,"1 SI, 3 Structure",ZOFDUV,SODPIM,SODQOT,ZOFDUV,,,,,,,,,,,
c4dt03702b_c4dt03702b2_freeONLY,8.83143,6.21194,8.83143,0.592358,2322.31,3920.45,0,0,0.7494,1.26511,0,Co,No,,freeONLY,N,Y,,Y,19/02/2014,10.1039/c4dt03702b,"1 SI, 3 Structure",YUBTIA,HOVGIK,YUBQET,YUBTIA,,,,,,,,,,,
c5cc04223b_c5cc04223b2_freeONLY,12.29704,9.67035,12.2571,0.522428,2226.93,4262.65,0,0,0.794,1.51983,0,Zn,Yes,Zn,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c5cc06190c_c5cc06190c2_freeONLY,3.47605,3.16735,3.47507,1.6607,0,0,17.0654,10.276,0.4728,0.284699,0,Zn,No,,freeONLY,N,Y,,Y,13/08/2015,10.1039/c5cc06190c,"1 SI, 1 Structure",SIWQIA03,,,,,,,,,,,,,,
c5cc10203k_c5cc10203k2_freeONLY,16.11055,7.03802,16.11055,0.594406,2076.29,3493.05,0,0,0.7562,1.27219,0,"Cu,Ge",Yes,Cu,freeONLY,N,Y,,Y,10/12/2015,10.1039/c5cc10203k,"1 SI, 5 Structure",WAJDUJ,WAHKUO,WAHNEB,WAHNIF,WAHNOL,WAJDUJ,,,,,,,,,
c5ce00010f_c5ce00010f2_freeONLY,6.25876,3.82372,5.50534,1.22288,719.296,588.198,424.845,347.413,0.528,0.431767,0,Cd,No,,freeONLY,N,Y,,Y,10/03/2015,10.1039/c5ce00010f,"1 SI, 7 Structure",GUKBUL,GUKBUL,GUKCAS,GUKCEW,GULPOU,GULPUA,GULQAH,GULQEL,,,,,,,
c5ce00326a_c5ce00326a2_freeONLY,3.67541,2.55648,3.67541,1.79636,0,0,75.8072,42.2005,0.4396,0.244717,0,Cu,Yes,Cu,freeONLY,N,Y,,Y,06/11/2014,10.1039/c5ce00326a,"1 SI, 5 Structure",VUNMOI,VUNMOI,VUNMUO,VUNNAV,VUNNEZ,VUNNID,,,,,,,,,
c5ce00677e_c5ce00677e2_freeONLY,4.08563,3.15599,4.07122,1.45756,0,0,343.608,235.742,0.47,0.322458,0,Cu,Yes,Cu,freeONLY,N,Y,,Y,18/06/2014,10.1039/c5ce00677e,"1 SI, 5 Structure",YUMVAF,YUMVAF,YUMVEJ,YUMVIN,YUMVOT,YUMVUZ,,,,,,,,,
c5ce00862j_c5ce00862j2_freeONLY,7.29772,5.9904,7.16104,1.02623,1329.56,1295.58,0,0,0.5566,0.542374,0,Zn,No,,freeONLY,N,Y,,Y,30/03/2015,10.1039/c5ce00862j,"1 SI, 3 Structure",DUJDAP,DUHXIP,DUJDAP,DUJDET,,,,,,,,,,,
c5ce00969c_c5ce00969c2_freeONLY,8.49604,8.01855,8.4858,1.07244,1326.6,1237,0,0,0.5654,0.52721,0,Cd,No,,freeONLY,N,Y,,Y,06/04/2015,10.1039/c5ce00969c,"1 SI, 2 Structure",MUHXOE,MUHXOE,MUHXUK,,,,,,,,,,,,
c5ce01948f_c5ce01948f2_freeONLY,5.17559,4.77124,5.17559,1.89554,519.58,274.107,0,0,0.3868,0.204058,0,Ag,No,,freeONLY,N,Y,,Y,17/12/2015,10.1039/c5ce01948f,"1 SI, 2 Structure",XUZVUL,XUZVUL,XUZWAS,,,,,,,,,,,,
c5ce02194d_c5ce02194d2_freeONLY,6.92785,5.95944,6.79754,0.95198,1569.85,1649.04,0,0,0.5884,0.61808,0,Zn,Yes,Zn,freeONLY,N,Y,,Y,03/12/2015,10.1039/c5ce02194d,"1 SI, 5 Structure",TABPEU,TABPEU,TABPIY,TABPOE,TABPUK,TABQAR,,,,,,,,,
c5cp03920g_c5cp03920g2_freeONLY,8.5781,4.08235,8.5781,1.22102,1656.3,1356.48,0,0,0.5914,0.484347,0.000163797,Zr,No,,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c5dt00281h_c5dt00281h2_freeONLY,3.74835,3.25092,3.50102,1.96839,0,0,109.562,55.6605,0.3844,0.195286,0,Fe,No,,freeONLY,N,Y,,Y,"	16/03/2015",10.1039/c5dt00281h,"1 SI, 2 Structure",ZUDWUS,ZUDWUS,ZUDXAZ,,,,,,,,,,,,
c5dt02374b_c5dt02374b2_freeONLY,4.72175,3.17335,4.71445,1.99798,0,0,559.714,280.14,0.4598,0.230132,0,Cd,Yes,Cd,freeONLY,N,Y,,Y,25/08/2015,10.1039/c5dt02374b,"1 SI, 2 Structure",WUVGOL,WUVGOL,WUVGUR,,,,,,,,,,,,
c5dt03091a_c5dt03091a2_freeONLY,12.70758,7.22422,12.58651,0.877341,1888.97,2153.06,0,0,0.7176,0.817926,0,Er,No,,freeONLY,N,Y,,Y,"	18/11/2015",10.1039/c5dt03091a,"1 SI, 3 Structure",ZUZZAX,ZUZZAX,ZUZZEB,ZUZZIF,,,,,,,,,,,
c5gc02393a_c5gc02393a2_freeONLY,5.2316,3.45563,5.22492,1.36048,862.792,634.181,17.8719,13.1365,0.5006,0.367958,0,Cd,Yes,Cd,freeONLY,N,Y,,Y,12/09/2015,10.1039/c5gc02393a,"1 SI, 4 Structure",YUYLEL,YUYGOQ,YUYLEL,YUYLIP,YUYLOV,,,,,,,,,,
c5nj01930c_c5nj01930c2_freeONLY,5.64911,3.89964,5.45799,1.41828,673.744,475.043,112.609,79.3987,0.4734,0.333785,0,Nd,No,,freeONLY,N,Y,,Y,01/10/2015,10.1039/c5nj01930c,"1 SI, 8 Structure",VUKSUR,VUKJOC,VUKJUI,VUKSUR,VUKTAY,VUKTEC,VUKTIG,VUKTOM,VUKTUS,,,,,,
c5nj02634b_c5nj02634b2_freeONLY,6.56089,5.15548,6.36711,0.972386,1739.81,1789.21,0,0,0.6012,0.618273,0,Zn,Yes,Zn,freeONLY,N,Y,,Y,21/07/2015,10.1039/c5nj02634b,"1 SI, 4 Structure",SUWROT,DUNYIW,DUNYOC,SUWROT,SUWRUZ,,,,,,,,,,
c5sc03494a_c5sc03494a2_freeONLY,6.21978,5.55178,6.21978,0.911359,2530.42,2776.54,0,0,0.701,0.769181,0,In,No,,freeONLY,N,Y,,Y,05/08/2015,10.1039/c5sc03494a,"1 SI, 2 Structure",ZUWXOG,ZUWXOG,ZUWXUM,,,,,,,,,,,,
c5ta04552e_c5ta04552e2_freeONLY,6.07552,3.10239,6.07552,1.42683,0,0,897.934,629.319,0.4918,0.344679,0,Zn,Yes,Zn,freeONLY,N,Y,,Y,16/03/2015,10.1039/c5ta04552e,"1 SI, 2 Structure",WUPZOY,WUPZOY,WUPZUE,,,,,,,,,,,,
c5ta04989j_c5ta04989j2_freeONLY,7.09855,4.46466,7.08643,1.51353,1215.42,803.032,0,0,0.511,0.337621,0,Eu,No,,freeONLY,N,Y,,Y,05/11/2015,10.1039/c5ta04989j,"1 SI, 1 Structure",YABKEU,,,,,,,,,,,,,,
c6cc00862c_c6cc00862c2_freeONLY,8.00553,6.19741,8.00553,0.932782,1633.12,1750.81,0,0,0.6212,0.665964,0,Cu,Yes,Cu,freeONLY,N,Y,,Y,18/12/2015,10.1039/c6cc00862c,"1 SI, 2 Structure",VAJFOE,VAJFOE,VAJGAR,,,,,,,,,,,,
c6cc02494g_c6cc02494g1_freeONLY,11.72847,10.48758,11.72847,1.03086,1570.44,1523.42,0,0,0.6508,0.631316,0,Mn,Yes,Mn,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6cc02494g_c6cc02494g3_freeONLY,11.9944,10.81728,11.9944,1.03032,1587.16,1540.45,0,0,0.6594,0.639995,0,Mn,Yes,Mn,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6cc02494g_c6cc02494g4_freeONLY,11.99779,10.81941,11.9905,1.02929,1587.08,1541.92,0,0,0.6598,0.641025,0,Mn,Yes,Mn,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6cc02494g_c6cc02494g5_freeONLY,11.55505,10.78577,11.55505,1.02874,1564.48,1520.77,0,0,0.6574,0.639032,0,Mn,Yes,Mn,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6cc02494g_c6cc02494g6_freeONLY,11.73822,10.49789,11.73822,1.02922,1570.21,1525.64,0,0,0.6512,0.632715,0,Mn,Yes,Mn,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6ce00126b_c6ce00126b2_freeONLY,5.67441,4.44258,5.66536,1.13028,1138.37,1007.16,0,0,0.5446,0.481828,0,Zn,Yes,Zn,freeONLY,N,Y,,Y,30/12/2015,10.1039/c6ce00126b,"1 SI, 2 Structure",SACBUW,SACBUW,SACCAD,,,,,,,,,,,,
c6ce00141f_c6ce00141f2_freeONLY,9.56221,8.33336,9.07575,0.705297,1946.55,2759.91,0,0,0.6886,0.976327,0,Co,No,,freeONLY,N,Y,,Y,05/11/2015,10.1039/c6ce00141f,"1 SI, 2 Structure",VACKUI,VACKUI,VACLAP,,,,,,,,,,,,
c6ce00407e_c6ce00407e11_freeONLY,14.53531,12.08584,14.45438,0.23071,1739.53,7539.91,0,0,0.8878,3.84812,0,Cu,Yes,Cu,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6ce00407e_c6ce00407e1_freeONLY,15.77585,8.21654,15.76128,0.595584,2156.28,3620.44,0,0,0.7746,1.30057,0,Cu,Yes,Cu,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6ce00407e_c6ce00407e2_freeONLY,12.56279,7.41464,12.35901,0.699904,2125.04,3036.19,0,0,0.7334,1.04786,0,Cu,Yes,Cu,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6ce00407e_c6ce00407e3_freeONLY,12.83222,6.18664,12.83222,0.918215,2210.46,2407.34,0,0,0.7204,0.784565,0,Cu,Yes,Cu,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6ce00407e_c6ce00407e4_freeONLY,54.27623,28.17362,54.19829,0.0636525,512.685,8054.44,0,0,0.9694,15.2296,0,Zn,No,,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6ce00407e_c6ce00407e5_freeONLY,63.59368,29.48381,63.52961,0.0569197,473.468,8318.18,0,0,0.969,17.024,0,Zn,No,,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6ce00407e_c6ce00407e6_freeONLY,30.12078,11.89205,30.05394,0.244057,1388.32,5688.54,0,0,0.9004,3.68931,0,Zn,No,,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6ce00407e_c6ce00407e7_freeONLY,33.68342,15.87888,33.68342,0.207465,1336.6,6442.53,0,0,0.9124,4.39786,0,Cu,Yes,Cu,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6ce00407e_c6ce00407e8_freeONLY,6.42415,4.65473,6.4148,0.850252,2400.69,2823.5,0,0,0.6736,0.792235,0,Cu,Yes,Cu,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6ce00407e_c6ce00407e9_freeONLY,13.32178,10.04301,13.32178,0.313342,1952.24,6230.37,0,0,0.8528,2.72162,0,Cu,Yes,Cu,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6cp03028a_c6cp03028a3_freeONLY,4.4022,2.99782,4.40188,1.45754,0,0,725.781,497.949,0.498,0.341672,0,Y,No,,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
c6dt03852b_c6dt03852b2_freeONLY,12.11682,10.21123,12.11682,0.792011,1820.28,2298.3,0,0,0.7274,0.918422,0.000252522,Zr,No,,freeONLY,N,Y,,Y,05/07/2016,10.1039/c6dt03852b,"1 SI, 1 Structure",IZIBUQ,,,,,,,,,,,,,,
c6dt04165e_c6dt04165e2_freeONLY,11.42803,10.46351,11.42803,1.35886,1522.4,1120.35,0,0,0.6814,0.501451,0,Zn,No,,freeONLY,N,Y,,Y,11/10/2011,10.1039/c6dt04165e,"1 SI, 5 Structure",EBEXOB,EBEWUG,EBEXAN,EBEXER,EBEXIV,EBEXOB,,,,,,,,,
c6ra27069g_c6ra27069g2_freeONLY,4.56243,2.89523,4.51965,1.35769,0,0,594.873,438.149,0.5184,0.381824,0,Zn,Yes,Zn,freeONLY,N,Y,,Y,24/12/2016,10.1039/c6ra27069g,"1 SI, 4 Structure",RAMSAC,RAMRIJ,RAMROP,RAMRUV,RAMSAC,,,,,,,,,,
c6ra28728j_c6ra28728j2_freeONLY,4.69226,2.6955,4.68735,1.33502,0,0,387.021,289.899,0.454,0.34007,0,Cd,No,,freeONLY,N,Y,,Y,"	09/11/2016",10.1039/c6ra28728j,"1 SI, 2 Structure",SAHYOS,SAHWEG,SAHYOS,,,,,,,,,,,,
c6ta00429f_c6ta00429f2_freeONLY,15.86893,5.53957,7.79231,0.722489,2062.25,2854.37,0,0,0.6916,0.957247,0.000276821,Zr,No,,freeONLY,N,Y,,Y,14/07/2015,10.1039/c6ta00429f,"1 SI, 1 Structure",NABVAQ,,,,,,,,,,,,,,
CABDER_freeONLY,4.31505,2.58033,4.31114,1.57311,0,0,155.776,99.0247,0.3826,0.243213,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CABJOH_freeONLY,4.53725,3.92462,4.47478,1.06179,1786.16,1682.21,0,0,0.5552,0.522889,0,Ni,Yes,Ni,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CABQEB_freeONLY,3.76405,2.70603,3.75456,1.6391,0,0,159.771,97.4753,0.4366,0.266366,0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CACBUG_freeONLY,4.28617,3.67636,4.28617,1.36199,627.376,460.631,0,0,0.4364,0.320413,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CADPIH_freeONLY,4.87392,3.27838,4.86712,2.12832,0,0,790.798,371.56,0.4974,0.233705,0,Ga,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CADPII_freeONLY,5.83332,5.05627,5.83332,2.03698,286.724,140.76,0,0,0.351,0.172314,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CADZIT_freeONLY,4.17501,3.53659,4.16494,1.26214,543.593,430.693,0,0,0.4638,0.367472,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAFRUX_freeONLY,5.34223,3.18242,3.89892,1.16094,0,0,517.192,445.494,0.5436,0.468242,0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAGSAG_freeONLY,8.85872,4.66865,8.85872,1.04646,1655.27,1581.78,8.369,7.99743,0.6182,0.590753,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAHQOS_freeONLY,5.19236,3.17969,5.19236,1.93707,0,0,772.568,398.833,0.4076,0.210421,0,Al,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAHSOU_freeONLY,4.03895,2.77841,4.03895,2.29425,0,0,194.961,84.9781,0.382,0.166503,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAHVAJ_freeONLY,3.82182,3.21991,3.82182,2.02959,0,0,287.43,141.619,0.4152,0.204573,0,V,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAJHUS03_freeONLY,2.93031,2.42475,2.93031,1.63617,0,0,0,0,0.4256,0.26012,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAJHUS04_freeONLY,2.93193,2.42694,2.93193,1.63879,0,0,0,0,0.425,0.259338,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAJHUS_freeONLY,2.92677,2.42135,2.92677,1.64088,0,0,0,0,0.4236,0.258154,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAJVUG_charged,5.09316,2.73995,5.03086,1.29979,0,0,435.218,334.837,0.458,0.352365,0,In,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
CAJWIV_ion_b,6.19996,3.79741,6.11559,1.07892,1261.13,1168.88,0,0,0.546,0.50606,0,"In,Li",Yes,Li,ion_b,Y,Y,,,,,,,,,,,,,,,,,,,,
CAMKEJ_freeONLY,7.72251,6.62953,7.72193,2.81088,992.558,353.112,0,0,0.4344,0.154542,0,"K,Na,Ru,W",Yes,Na,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CANRIU_freeONLY,6.31497,4.15679,6.31497,0.945442,1361.8,1440.39,0,0,0.5558,0.587873,0,"Si,Mg",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CANROA_freeONLY,6.28318,4.11655,6.28318,1.02832,1320.62,1284.25,0,0,0.552,0.536798,0,"Co,Si",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CANRUG_freeONLY,5.06943,4.04116,4.98843,1.02451,1101.14,1074.8,0,0,0.5098,0.497602,0,"Ca,Si",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CANZOH_freeONLY,4.29669,2.47537,4.2966,1.88534,0,0,493.63,261.825,0.4146,0.219907,0,Sc,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAQCAZ_freeONLY,6.29148,5.67839,6.29148,1.73371,1423.23,820.916,0,0,0.5114,0.294974,0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CARGEI_freeONLY,4.10806,3.65885,4.09676,3.44335,235.864,68.4985,0,0,0.3342,0.0970568,0,"Ag,Cs",Yes,"Ag,Cs",freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CASTEW_freeONLY,6.08438,5.45003,6.05599,1.74666,1447.28,828.595,0,0,0.5044,0.288779,0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAVMIW_freeONLY,3.81852,3.11161,3.81852,1.55605,0,0,399.247,256.577,0.5216,0.335208,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAVMOD_freeONLY,7.18242,3.82335,6.95742,1.02727,1324.88,1289.7,0,0,0.55,0.535398,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAVNOE_freeONLY,5.24143,4.75286,5.24143,1.73091,867.69,501.29,0,0,0.4214,0.243455,0,Sc,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAVPEW_manual,20.25907,7.7782,20.25907,0.40269,1930.55,4794.14,0,0,0.8198,2.03581,0,Co,No,,manual,Y,Y,,,,,,,,,,,,,,,,,,,,
CAVPIA_manual,19.92035,7.75151,19.86628,0.416148,1969.69,4733.15,0,0,0.8146,1.95748,0,Cu,No,,manual,Y,Y,,,,,,,,,,,,,,,,,,,,
CAVPUM_manual,20.42812,7.78019,20.42812,0.407456,1942.56,4767.53,0,0,0.8202,2.01298,0,Zn,Yes,Zn,manual,Y,Y,,,,,,,,,,,,,,,,,,,,
CAVRAU_freeONLY,8.06449,6.42877,8.06449,0.994088,1841.55,1852.5,0,0,0.6396,0.643404,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAVREY_freeONLY,7.18071,5.30054,7.16429,1.02665,1966.55,1915.49,0,0,0.6398,0.62319,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAVSUP_freeONLY,6.03054,5.46806,5.97699,1.41492,1031.14,728.763,0,0,0.5154,0.364262,0,La,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAVTAW_freeONLY,4.19891,3.25121,4.19891,1.54626,0,0,362.73,234.586,0.4694,0.303572,0,La,Yes,La,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAVVUS_freeONLY,8.70352,6.17686,8.67533,1.10684,1589.76,1436.3,0,0,0.6378,0.576233,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAWDOU01_charged,4.18148,2.61978,4.18148,1.47064,0,0,265.886,180.795,0.4316,0.293477,0,Cu,Yes,Cu,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
CAWDOU_charged,5.51448,3.85745,5.50116,1.1172,1375.49,1231.19,0,0,0.5376,0.481202,0,Cu,Yes,Cu,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
CAWGAJ_freeONLY,5.01999,2.9175,4.78602,2.19344,0,0,711.998,324.603,0.4616,0.210446,0,"U,Zn",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAWVIH_SL,6.49654,4.73872,6.48371,1.24069,901.093,726.283,0,0,0.4956,0.399454,0,Zn,No,,SL,Y,Y,,,,,,,,,,,,,,,,,,,,
CAXPIC_freeONLY,3.2013,2.42141,3.2013,1.88836,0,0,0,0,0.329,0.174225,0,Co,Yes,Co,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAXTAY_freeONLY,10.46003,5.71128,10.46003,0.724219,2006.33,2770.34,0,0,0.6846,0.945294,0,Al,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAXTEC_freeONLY,10.87616,5.2726,10.87615,0.86432,1802.74,2085.73,0,0,0.6472,0.748796,0,Al,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAXVII_freeONLY,11.59355,10.81405,11.59355,1.12398,1568.11,1395.14,0,0,0.6396,0.569049,0,Fe,Yes,Fe,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAXVOO_freeONLY,11.60689,10.81841,11.60689,1.12074,1577.04,1407.14,0,0,0.6396,0.570693,0,Fe,Yes,Fe,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAXVUU_freeONLY,8.12031,7.54064,8.12031,1.38727,1601.52,1154.44,0,0,0.5464,0.393868,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAXWAB_freeONLY,8.30401,7.68309,8.29075,1.39224,1453.05,1043.68,0,0,0.5426,0.389731,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAXWEF_freeONLY,8.05886,7.52373,8.05886,1.39158,1515.33,1088.92,0,0,0.5448,0.391496,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAXWIJ_freeONLY,8.02676,7.42575,8.02676,1.38974,1561.61,1123.67,0,0,0.55,0.395757,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAXXEG_freeONLY,6.07325,3.85926,6.03932,1.21319,1423.03,1172.97,0,0,0.5422,0.446922,0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAXZOS_freeONLY,9.21896,5.54947,8.26542,0.933786,1488.97,1594.55,0,0,0.591,0.632907,0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAXZUY_freeONLY,9.32301,5.43687,8.01925,0.950981,1467.16,1542.78,0,0,0.579,0.608845,0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAYCAI_freeONLY,5.8494,3.15327,5.75979,2.13438,0,0,721.773,338.166,0.4226,0.197997,0,"Na,Mo,Rb",Yes,Rb,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAYDEN_freeONLY,5.0519,4.88565,5.0519,1.50882,682.819,452.551,0,0,0.463,0.306862,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAYDIR_freeONLY,5.11017,4.94322,5.11017,1.49623,706.715,472.33,0,0,0.4642,0.310247,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAYDUD_freeONLY,5.16273,4.98367,5.16273,1.48699,695.762,467.899,0,0,0.4646,0.312443,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAYSIE_freeONLY,7.01369,4.99057,7.01369,1.16777,715.512,612.717,0,0,0.471,0.403333,0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
CAYSOK_freeONLY,7.1006,5.08652,7.1006,1.15597,734.402,635.313,0,0,0.476,0.411775,0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
